,id,entity,wiki_code,label,id_dedup
5273,5274,185 Mln Dlrs,,MONEY,5274
5274,5275,5935 Mln Dlrs,,MONEY,5275
5275,5276,401 Mln Dlrs,,MONEY,5276
5276,5277,1636 Billion Dlrs,,MONEY,5277
5277,5278,271 Mln Dlrs,,MONEY,5278
5278,5279,4921 Mln Dlrs,,MONEY,5279
5279,5280,405 Dlrs,,MONEY,5280
5280,5281,Two Billion,,MONEY,5281
5281,5282,1850Dlr,,MONEY,5282
5282,5283,About 450 Dlrs,,MONEY,5283
5283,5284,338 Dlrs,,MONEY,5284
5284,5285,650 Dlrs,,MONEY,5285
5285,5286,257 Dlrs,,MONEY,5286
5286,5287,440 Mln Dlrs,,MONEY,5287
5287,5288,227 Dlrs,,MONEY,5288
5288,5289,239 Mln Dlrs,,MONEY,5289
5289,5290,Between 100 Mln Dlrs To 150 Mln Dlrs,,MONEY,5290
5290,5291,Between 110 Mln Dlrs,,MONEY,5291
5291,5292,28 Mln Dlrs,,MONEY,5292
5292,5293,301000 Dlrs,,MONEY,5293
5293,5294,4073000 Dlrs,,MONEY,5294
5294,5295,12 Mln,,MONEY,5295
5295,5296,394 Mln Dlrs,,MONEY,5296
5296,5297,About 231 Mln Dlrs,,MONEY,5297
5297,5298,157 Billion Stg,,MONEY,5298
5298,5299,174 Billion,,MONEY,5299
5299,5300,756 Mln Stg,,MONEY,5300
5300,5301,About 90 Mln Dlrs,,MONEY,5301
5301,5302,106 Mln,,MONEY,5302
5302,5303,114 Dlrs,,MONEY,5303
5303,5304,Around 160 Dlrs,,MONEY,5304
5304,5305,Around 290 Marks,,MONEY,5305
5305,5306,290 Marks,,MONEY,5306
5306,5307,2921045 Marks,,MONEY,5307
5307,5308,Some 50 Mln Dollars,,MONEY,5308
5308,5309,203 Billion,,MONEY,5309
5309,5310,34MlnDlr,,MONEY,5310
5310,5311,296 Mln Dlrs,,MONEY,5311
5311,5312,340 Mln,,MONEY,5312
5312,5313,438 Mln Dlrs,,MONEY,5313
5313,5314,6950000 Dlrs,,MONEY,5314
5314,5315,145 Mln Dlrs,,MONEY,5315
5315,5316,More Than 200 Billion Dlrs,,MONEY,5316
5316,5317,Two Yen,,MONEY,5317
5317,5318,As Much As 10 Billion Dlrs,,MONEY,5318
5318,5319,Six Billion Dollars,,MONEY,5319
5319,5320,Six Billion Dlrs,,MONEY,5320
5320,5321,170 Marks,,MONEY,5321
5321,5322,Nearly 188 Billion Dlrs,,MONEY,5322
5322,5323,16536 Dlrs,,MONEY,5323
5323,5324,209906 Dlrs,,MONEY,5324
5324,5325,More Than 75 Mln Dlrs,,MONEY,5325
5325,5326, 145 Mln,,MONEY,5326
5326,5327,550 Mln Dlrs,,MONEY,5327
5327,5328,About 550 Mln Dlrs,,MONEY,5328
5328,5329,About 130 Mln Dlrs,,MONEY,5329
5329,5330,Almost 900 Mln Dlrs,,MONEY,5330
5330,5331,268 Mln Dlr,,MONEY,5331
5331,5332,306 Mln Dlr,,MONEY,5332
5332,5333,279 Mln,,MONEY,5333
5333,5334,279 Mln Dlr,,MONEY,5334
5334,5335,8875 Mln,,MONEY,5335
5335,5336,576 Mln Dlrs,,MONEY,5336
5336,5337,8414 Mln Dlrs,,MONEY,5337
5337,5338,17 Billion Yen,,MONEY,5338
5338,5339,About 85 Cents,,MONEY,5339
5339,5340,90 Cents,,MONEY,5340
5340,5341,85 Cents,,MONEY,5341
5341,5342,Around 85 Cents,,MONEY,5342
5342,5343,10 Cent,,MONEY,5343
5343,5344,About 13000 Cents,,MONEY,5344
5344,5345,9810 Cents,,MONEY,5345
5345,5346,69 Mln,,MONEY,5346
5346,5347,665 Billion Dlrs,,MONEY,5347
5347,5348,6550 Cents,,MONEY,5348
5348,5349,446 Dlrs,,MONEY,5349
5349,5350,1392 Mln Dlrs,,MONEY,5350
5350,5351,About 355 Mln Dlrs,,MONEY,5351
5351,5352,289 Mln Dlrs,,MONEY,5352
5352,5353,Between Seven Mln And 75 Mln Dlrs,,MONEY,5353
5353,5354,129 Mln Dlrs,,MONEY,5354
5354,5355,39 Billion Dlrs,,MONEY,5355
5355,5356,6650 Cents,,MONEY,5356
5356,5357,96 Mln Dlrs,,MONEY,5357
5357,5358,900 Dlrs,,MONEY,5358
5358,5359,513 Mln Dlrs,,MONEY,5359
5359,5360,About 47 Mln Dlrs,,MONEY,5360
5360,5361,Approximately 286 Mln Dlrs,,MONEY,5361
5361,5362,Approximately 154 Mln,,MONEY,5362
5362,5363,Approximately 33 Mln Dlrs,,MONEY,5363
5363,5364,22 Billion Dlrs,,MONEY,5364
5364,5365,An Additional 50 Mln Dlrs,,MONEY,5365
5365,5366,135 Dlrs,,MONEY,5366
5366,5367,1555 Dlrs,,MONEY,5367
5367,5368,1410 DlrsBbl,,MONEY,5368
5368,5369,1430 DlrsBbl,,MONEY,5369
5369,5370,1300 Dlrs,,MONEY,5370
5370,5371,207 Mln Dlrs,,MONEY,5371
5371,5372,2440 Dlrs,,MONEY,5372
5372,5373,441 Mln Dlrs,,MONEY,5373
5373,5374,351 Mln,,MONEY,5374
5374,5375,1299 Mln Dlrs,,MONEY,5375
5375,5376,81 Mln Dlrs,,MONEY,5376
5376,5377,1550 Dlrs,,MONEY,5377
5377,5378,2339 Mln Dlrs,,MONEY,5378
5378,5379,About 72 Mln Dlrs,,MONEY,5379
5379,5380,8725 Mln Dlrs,,MONEY,5380
5380,5381,9928 Cents,,MONEY,5381
5381,5382,076 Cent,,MONEY,5382
5382,5383,Anor 10 Cents,,MONEY,5383
5383,5384,1168 Mln Dlrs,,MONEY,5384
5384,5385,742 Mln Dlrs,,MONEY,5385
5385,5386,1008 Mln Dlrs,,MONEY,5386
5386,5387,2624 Mln Dlrs,,MONEY,5387
5387,5388,643 Mln Dlrs,,MONEY,5388
5388,5389,133 Mln Dlrs,,MONEY,5389
5389,5390,570 Mln Dlrs,,MONEY,5390
5390,5391,151 Mln Dlrs,,MONEY,5391
5391,5392,74 Mln,,MONEY,5392
5392,5393,18 Mln Dlrs,,MONEY,5393
5393,5394,4107 Mln Dlrs,,MONEY,5394
5394,5395,378 Billion Marks,,MONEY,5395
5395,5396,25722 Billion Marks,,MONEY,5396
5396,5397,23723 Billion,,MONEY,5397
5397,5398,Some One Billion Marks,,MONEY,5398
5398,5399,264 Billion Marks,,MONEY,5399
5399,5400,145 Billion,,MONEY,5400
5400,5401,Seven Billion Marks,,MONEY,5401
5401,5402,At Over Five Billion Marks,,MONEY,5402
5402,5403,Five Mark,,MONEY,5403
5403,5404,12 Mark,,MONEY,5404
5404,5405,867 Mln Marks,,MONEY,5405
5405,5406,765 Mln,,MONEY,5406
5406,5407,Over Six Billion Marks,,MONEY,5407
5407,5408,464 Billion Marks,,MONEY,5408
5408,5409,271 Billion,,MONEY,5409
5409,5410,193BillionMark,,MONEY,5410
5410,5411,645 Billion Marks,,MONEY,5411
5411,5412,457 Billion,,MONEY,5412
5412,5413,234 Billion,,MONEY,5413
5413,5414,Over 40 Mln Dlrs,,MONEY,5414
5414,5415,204 Mln Dlrs,,MONEY,5415
5415,5416,291 Marks,,MONEY,5416
5416,5417,Around 800 Mln Stg,,MONEY,5417
5417,5418,664 Mln,,MONEY,5418
5418,5419,Around 508 Mln Stg,,MONEY,5419
5419,5420,Some 45 Mln Stg,,MONEY,5420
5420,5421,Some 380 Mln,,MONEY,5421
5421,5422,About 34 Billion,,MONEY,5422
5422,5423,521 Billion Dlrs,,MONEY,5423
5423,5424,About 168 Billion,,MONEY,5424
5424,5425,330 Billion Marks,,MONEY,5425
5425,5426,315 Billion,,MONEY,5426
5426,5427,128450,,MONEY,5427
5427,5428,109550,,MONEY,5428
5428,5429,103950,,MONEY,5429
5429,5430,125550,,MONEY,5430
5430,5431,105750,,MONEY,5431
5431,5432,108250,,MONEY,5432
5432,5433, 402 Mln,,MONEY,5433
5433,5434,366 Mln,,MONEY,5434
5434,5435,163 Mln,,MONEY,5435
5435,5436,20924 Billion Rupees,,MONEY,5436
5436,5437,15538 Billion,,MONEY,5437
5437,5438,12066 Billion,,MONEY,5438
5438,5439,4075 Billion Marks,,MONEY,5439
5439,5440,4593 Billion,,MONEY,5440
5440,5441,1677 Billion Marks,,MONEY,5441
5441,5442,967 Billion Marks,,MONEY,5442
5442,5443,369 Billion Marks,,MONEY,5443
5443,5444,1785 Billion Dlrs,,MONEY,5444
5444,5445,287 Mln Dlr,,MONEY,5445
5445,5446,650 Mln Dlr,,MONEY,5446
5446,5447,189 Billion Dlrs,,MONEY,5447
5447,5448,305 Mln,,MONEY,5448
5448,5449,2704 Billion Dlrs,,MONEY,5449
5449,5450,895 Mln Dlrs,,MONEY,5450
5450,5451,1995 Billion,,MONEY,5451
5451,5452,36 Mln,,MONEY,5452
5452,5453,500 Mln Pesos,,MONEY,5453
5453,5454,500 Mln Peso,,MONEY,5454
5454,5455,33 Billion Pesos,,MONEY,5455
5455,5456,479 Billion Peso,,MONEY,5456
5456,5457,16 Billion Pesos,,MONEY,5457
5457,5458,210 Mln Pesos,,MONEY,5458
5458,5459,400 Mln Pesos,,MONEY,5459
5459,5460,100 Pesos,,MONEY,5460
5460,5461,38 Mln,,MONEY,5461
5461,5462,Around 190 Marks,,MONEY,5462
5462,5463,10 Pfennigs,,MONEY,5463
5463,5464,1546 Mln Guilders,,MONEY,5464
5464,5465,723 Mln,,MONEY,5465
5465,5466,More Than 10 Mln,,MONEY,5466
5466,5467,345 Mln,,MONEY,5467
5467,5468,227 Mln Stg,,MONEY,5468
5468,5469,56 Mln Stg,,MONEY,5469
5469,5470,Nine Pence,,MONEY,5470
5470,5471,515 Billion,,MONEY,5471
5471,5472,Around 230 Mln Dlrs,,MONEY,5472
5472,5473,Around 35 Mln Dlrs,,MONEY,5473
5473,5474,26 Mln Stg,,MONEY,5474
5474,5475,487 Mln Stg,,MONEY,5475
5475,5476,Around 240 Mln Stg,,MONEY,5476
5476,5477,Around 14765 Yen,,MONEY,5477
5477,5478,14765 Yen,,MONEY,5478
5478,5479,About Two Billion Francs,,MONEY,5479
5479,5480,4151 Billion Francs,,MONEY,5480
5480,5481,126 Mln Marks,,MONEY,5481
5481,5482,485 Mln,,MONEY,5482
5482,5483,125 Mln Mark,,MONEY,5483
5483,5484,477 Mln,,MONEY,5484
5484,5485,1153 Mln Marks,,MONEY,5485
5485,5486,974 Mln Marks,,MONEY,5486
5486,5487,5803 Mln Marks,,MONEY,5487
5487,5488,122 Mln Marks,,MONEY,5488
5488,5489,97 Billion Marks,,MONEY,5489
5489,5490,108 Billion,,MONEY,5490
5490,5491,2850 Dlrs,,MONEY,5491
5491,5492,34 Mln Stg,,MONEY,5492
5492,5493,66 Mln,,MONEY,5493
5493,5494,55 Mln To,,MONEY,5494
5494,5495,236469 Dlrs,,MONEY,5495
5495,5496,2522293 Dlrs,,MONEY,5496
5496,5497,645438 Dlrs,,MONEY,5497
5497,5498,2646876 Dlrs,,MONEY,5498
5498,5499,40 Billion Dlr,,MONEY,5499
5499,5500,870 Mln Dlrs,,MONEY,5500
5500,5501,Close To Six Billion Dlrs,,MONEY,5501
5501,5502,139 Dlrs,,MONEY,5502
5502,5503,55 Mln To 65 Mln Dlrs,,MONEY,5503
5503,5504,213 To 215 Dlrs,,MONEY,5504
5504,5505,About 95 Mln Dlrs,,MONEY,5505
5505,5506,604 Mln Dlrs,,MONEY,5506
5506,5507,213 Dlrs,,MONEY,5507
5507,5508,575 Mln Dlrs,,MONEY,5508
5508,5509,4938 Mln Dlrs,,MONEY,5509
5509,5510,928 Mln Dlrs,,MONEY,5510
5510,5511,40 Mln,,MONEY,5511
5511,5512,Some 537 Mln,,MONEY,5512
5512,5513,24 Billion Marks,,MONEY,5513
5513,5514,Several Hundred Million Marks,,MONEY,5514
5514,5515,452 Mln Marks,,MONEY,5515
5515,5516,338 Mln,,MONEY,5516
5516,5517,6712 Marks,,MONEY,5517
5517,5518,11825 Marks,,MONEY,5518
5518,5519,12850 Marks,,MONEY,5519
5519,5520,1000 Marks,,MONEY,5520
5520,5521,A Dollar,,MONEY,5521
5521,5522,4100000 Dlrs,,MONEY,5522
5522,5523,Only 20 Mln Dlrs,,MONEY,5523
5523,5524,67 Mln Dlrs,,MONEY,5524
5524,5525,398 Mln Dlrs,,MONEY,5525
5525,5526,62 Mln Dlrs,,MONEY,5526
5526,5527,119000 Dlrs,,MONEY,5527
5527,5528,7227000 Dlrs,,MONEY,5528
5528,5529,42 Billion Guilders,,MONEY,5529
5529,5530,45 Billion Guilders,,MONEY,5530
5530,5531,635 Mln,,MONEY,5531
5531,5532,580 Mln,,MONEY,5532
5532,5533,8050 Belgian Francs,,MONEY,5533
5533,5534,146 Mln Dlrs,,MONEY,5534
5534,5535,177 Mln,,MONEY,5535
5535,5536,178 Dlrs,,MONEY,5536
5536,5537,164 Dlrs,,MONEY,5537
5537,5538,A Record 88 Billion Canadian Dlrs,,MONEY,5538
5538,5539,41 Billion Guilders,,MONEY,5539
5539,5540,4086 Billion Guilders,,MONEY,5540
5540,5541,Up To 30 Mln Guilders,,MONEY,5541
5541,5542,42 Billion Guilder,,MONEY,5542
5542,5543,241 Mln,,MONEY,5543
5543,5544,249 Mln,,MONEY,5544
5544,5545,218 Mln,,MONEY,5545
5545,5546,245 Mln,,MONEY,5546
5546,5547,229 Mln,,MONEY,5547
5547,5548,257 Mln,,MONEY,5548
5548,5549,2578 Mln,,MONEY,5549
5549,5550,546 Mln Stg,,MONEY,5550
5550,5551,310 Mln,,MONEY,5551
5551,5552,105 Mln,,MONEY,5552
5552,5553,340 Mln,,MONEY,5553
5553,5554,755 Ringgit,,MONEY,5554
5554,5555,85650 Ringgit,,MONEY,5555
5555,5556,565 Billion Dlrs,,MONEY,5556
5556,5557,53 Billion,,MONEY,5557
5557,5558,050 Dlrs,,MONEY,5558
5558,5559,Only 48 Mln Dlrs,,MONEY,5559
5559,5560,Two Shillings A Kilo,,MONEY,5560
5560,5561,290 Mln Dlrs,,MONEY,5561
5561,5562,334634 Billion,,MONEY,5562
5562,5563,77678 Billion,,MONEY,5563
5563,5564,20 Mln Stg,,MONEY,5564
5564,5565,20 To 80 Cents,,MONEY,5565
5565,5566,15760 Dlrs,,MONEY,5566
5566,5567,Around 948 Mln,,MONEY,5567
5567,5568,Some 575 Mln Stg,,MONEY,5568
5568,5569,173 Dlrs,,MONEY,5569
5569,5570,55 Mln,,MONEY,5570
5570,5571,About 69 Mln,,MONEY,5571
5571,5572,18162 Marks,,MONEY,5572
5572,5573,1813545 Marks,,MONEY,5573
5573,5574,183 Marks,,MONEY,5574
5574,5575,2924 Marks,,MONEY,5575
5575,5576,293 Marks,,MONEY,5576
5576,5577,11986 Marks,,MONEY,5577
5577,5578,1244 Marks,,MONEY,5578
5578,5579,30050 Marks,,MONEY,5579
5579,5580,71 Pct,,MONEY,5580
5580,5581,Three 52 Mln,,MONEY,5581
5581,5582,140 Billion Marks,,MONEY,5582
5582,5583,72 Billion Marks,,MONEY,5583
5583,5584,Roughly 240MlnDlr,,MONEY,5584
5584,5585,300 Mln Marks,,MONEY,5585
5585,5586,About 25 Billion Marks,,MONEY,5586
5586,5587,847 Billion,,MONEY,5587
5587,5588,123 Billion,,MONEY,5588
5588,5589,10203 Mln,,MONEY,5589
5589,5590,546 Mln,,MONEY,5590
5590,5591,578 Mln,,MONEY,5591
5591,5592,1919 Mln,,MONEY,5592
5592,5593,517 Mln,,MONEY,5593
5593,5594,Two 254 Mln,,MONEY,5594
5594,5595,Over Seven Mln Dlrs,,MONEY,5595
5595,5596,50Mln,,MONEY,5596
5596,5597,174 Mln Dlrs,,MONEY,5597
5597,5598,205 Mln,,MONEY,5598
5598,5599,722 Mln,,MONEY,5599
5599,5600,800 Mln Stg,,MONEY,5600
5600,5601,11404 Billion Francs,,MONEY,5601
5601,5602,11154 Billion,,MONEY,5602
5602,5603,4041 Billion Francs,,MONEY,5603
5603,5604,568 Billion Francs,,MONEY,5604
5604,5605,686 Billion,,MONEY,5605
5605,5606,555 Billion,,MONEY,5606
5606,5607,327 Mln Stg,,MONEY,5607
5607,5608,67 Billion Dlrs,,MONEY,5608
5608,5609,Some 300 Mln Dlrs,,MONEY,5609
5609,5610,26 Dlrs,,MONEY,5610
5610,5611,An Estimated 10 Mln Canadian Dlrs,,MONEY,5611
5611,5612,Around 2895 Pesetas,,MONEY,5612
5612,5613,Around 025 Pesetas,,MONEY,5613
5613,5614,1049 Billion Marks,,MONEY,5614
5614,5615,23 Billion Mark,,MONEY,5615
5615,5616,53 Billion Marks,,MONEY,5616
5616,5617,102 Billion Marks,,MONEY,5617
5617,5618,585 Billion,,MONEY,5618
5618,5619,61 Billion Marks,,MONEY,5619
5619,5620,26 Billion,,MONEY,5620
5620,5621,700 Mln Marks,,MONEY,5621
5621,5622,727 Mln Guilders,,MONEY,5622
5622,5623,623 Mln,,MONEY,5623
5623,5624,320 Guilders,,MONEY,5624
5624,5625,37 Billion Guilders,,MONEY,5625
5625,5626,450 Mln Guilders,,MONEY,5626
5626,5627,100 Mln Guilders,,MONEY,5627
5627,5628,126 Mln Dlrs,,MONEY,5628
5628,5629,120 Mln Guilders,,MONEY,5629
5629,5630,Nearly 7760 Mln Dlrs,,MONEY,5630
5630,5631,6934 Mln Dlrs,,MONEY,5631
5631,5632,1644 Mln Dlrs,,MONEY,5632
5632,5633,2388 Mln Dlrs,,MONEY,5633
5633,5634,2258 Mln Dlrs,,MONEY,5634
5634,5635,2027 Mln Dlrs,,MONEY,5635
5635,5636,620 Dlrs,,MONEY,5636
5636,5637,147 Mln,,MONEY,5637
5637,5638,230 And 250 Rupees,,MONEY,5638
5638,5639,311 Rupees,,MONEY,5639
5639,5640,285 Rupees,,MONEY,5640
5640,5641,Approximately 135 Mln Dlrs,,MONEY,5641
5641,5642,660 Cents,,MONEY,5642
5642,5643,425 Dlrs,,MONEY,5643
5643,5644,595 Dlrs,,MONEY,5644
5644,5645,Up To 550 Mln Dlrs,,MONEY,5645
5645,5646,81 Dlrs,,MONEY,5646
5646,5647,As Much As 500 Mln Dlrs,,MONEY,5647
5647,5648,620 Mln Dlrs,,MONEY,5648
5648,5649,198 Mln Dlrs,,MONEY,5649
5649,5650,2130 Dlrs,,MONEY,5650
5650,5651,2185 Dlrs,,MONEY,5651
5651,5652,60 Mln Dlrs,,MONEY,5652
5652,5653,60Mln,,MONEY,5653
5653,5654,450 Mln Dlrs,,MONEY,5654
5654,5655,750 Mln Dlrs,,MONEY,5655
5655,5656,600 Mln,,MONEY,5656
5656,5657,174 Mln Tonnes,,MONEY,5657
5657,5658,About 159 Mln Tonnes,,MONEY,5658
5658,5659,Only 128 Mln,,MONEY,5659
5659,5660,85576875 Dlrs,,MONEY,5660
5660,5661,Approximately 175 Mln Dlrs,,MONEY,5661
5661,5662,369 Mln,,MONEY,5662
5662,5663,Some 160 Mln Dlrs,,MONEY,5663
5663,5664,Just Under 200 Mln Dlrs,,MONEY,5664
5664,5665,1112 Mln Dlrs,,MONEY,5665
5665,5666,642 Mln Dlrs,,MONEY,5666
5666,5667,600 Mln Dlrs,,MONEY,5667
5667,5668,291 Mln Dlrs,,MONEY,5668
5668,5669,3244 Billion Dlrs,,MONEY,5669
5669,5670,7 Mln Dlrs,,MONEY,5670
5670,5671,7514 Billion Dlrs,,MONEY,5671
5671,5672,17754 Billion Dlrs,,MONEY,5672
5672,5673,321 Mln Dlrs,,MONEY,5673
5673,5674,21667 Billion Dlrs,,MONEY,5674
5674,5675,12603 Billion Dlrs,,MONEY,5675
5675,5676,3647 Billion Dlrs,,MONEY,5676
5676,5677,507 Mln Dlrs,,MONEY,5677
5677,5678,22422 Billion Dlrs,,MONEY,5678
5678,5679,Minus 200 Billion Dlrs,,MONEY,5679
5679,5680,1616 Billion Dlrs,,MONEY,5680
5680,5681,117 Billion Dlrs,,MONEY,5681
5681,5682,463 Billion Dlrs,,MONEY,5682
5682,5683,22642 Billion Dlrs,,MONEY,5683
5683,5684,7695 Billion Dlrs,,MONEY,5684
5684,5685,4387 Billion Dlrs,,MONEY,5685
5685,5686,173 Billion,,MONEY,5686
5686,5687,At Least 100 Mln Dlrs,,MONEY,5687
5687,5688,630118 Dlrs,,MONEY,5688
5688,5689,4883 Mln Dlr,,MONEY,5689
5689,5690,18 Mln Dlr,,MONEY,5690
5690,5691,6083 Mln Dlrs,,MONEY,5691
5691,5692,100 Per Cent,,MONEY,5692
5692,5693,About Five Per Cent,,MONEY,5693
5693,5694,124 Billion Dlrs,,MONEY,5694
5694,5695,240 Dlrs,,MONEY,5695
5695,5696,11935 Mln,,MONEY,5696
5696,5697,Over 1700 Dlrs,,MONEY,5697
5697,5698,3482 Billion Dlrs,,MONEY,5698
5698,5699,1538 Billion Dlrs,,MONEY,5699
5699,5700,21334 Billion Dlrs,,MONEY,5700
5700,5701,25164 Billion Dlrs,,MONEY,5701
5701,5702,24816 Billion Dlrs,,MONEY,5702
5702,5703,26702 Billion Dlrs,,MONEY,5703
5703,5704,850 Dlrs,,MONEY,5704
5704,5705,2205 Francs,,MONEY,5705
5705,5706,2100 Franc,,MONEY,5706
5706,5707,40Mln,,MONEY,5707
5707,5708,220 Billion Canadian Dlr,,MONEY,5708
5708,5709,About 144 Billion Dlrs,,MONEY,5709
5709,5710,324 Billion Dlrs,,MONEY,5710
5710,5711,290 Billion Dlrs,,MONEY,5711
5711,5712,About 150 Billion Dlrs,,MONEY,5712
5712,5713,10800 Cents,,MONEY,5713
5713,5714,11466 Cents,,MONEY,5714
5714,5715,120 To 140 Cents,,MONEY,5715
5715,5716,About 10 Mln Hundredweight,,MONEY,5716
5716,5717,An Estimated 67 Mln Cwt,,MONEY,5717
5717,5718,550 Dlrs,,MONEY,5718
5718,5719,123 Dlrs,,MONEY,5719
5719,5720,Almost 22 Mln Dlrs,,MONEY,5720
5720,5721,Nearly 11 Mln Dlrs,,MONEY,5721
5721,5722,About 400000 Dlrs,,MONEY,5722
5722,5723,822 Mln Dlrs,,MONEY,5723
5723,5724,27794 Billion Dlrs,,MONEY,5724
5724,5725,971 Mln Dlrs,,MONEY,5725
5725,5726,28022 Billion Dlrs,,MONEY,5726
5726,5727,Between 10 Mln,,MONEY,5727
5727,5728,168 Mln,,MONEY,5728
5728,5729,A Five Cents,,MONEY,5729
5729,5730,6565000 Dlrs,,MONEY,5730
5730,5731,2513 Dlrs,,MONEY,5731
5731,5732,More Than 50 Mln Dlrs,,MONEY,5732
5732,5733,Between 375 Dlrs,,MONEY,5733
5733,5734,14 Mln 60 Kilo,,MONEY,5734
5734,5735,205 Mln,,MONEY,5735
5735,5736,162 Mln Dlrs,,MONEY,5736
5736,5737,1127 Mln Dlrs,,MONEY,5737
5737,5738,3109 Dlrs,,MONEY,5738
5738,5739,68 Mln Dlrs,,MONEY,5739
5739,5740,11475 Dlrs,,MONEY,5740
5740,5741,43 Billion Dlr,,MONEY,5741
5741,5742,399 Mln Dlrs,,MONEY,5742
5742,5743,250 Mln Dlr,,MONEY,5743
5743,5744,1441 Mln Dlrs,,MONEY,5744
5744,5745,2449 Mln Dlrs,,MONEY,5745
5745,5746,147 Billion Dlrs,,MONEY,5746
5746,5747,2654 Mln Dlrs,,MONEY,5747
5747,5748,Only Dollars,,MONEY,5748
5748,5749,134 Mln Dlrs,,MONEY,5749
5749,5750,Nine Kwacha,,MONEY,5750
5750,5751,300 Dlrs,,MONEY,5751
5751,5752,Around 200 Dlrs,,MONEY,5752
5752,5753,1037 Billion,,MONEY,5753
5753,5754,2072 Billion Dlrs,,MONEY,5754
5754,5755,226 Billion,,MONEY,5755
5755,5756,811 Billion,,MONEY,5756
5756,5757,5067 Billion,,MONEY,5757
5757,5758,359 Mln Bpd,,MONEY,5758
5758,5759,04 Mln,,MONEY,5759
5759,5760,154 Mln,,MONEY,5760
5760,5761,452 Mln,,MONEY,5761
5761,5762,472 Mln,,MONEY,5762
5762,5763,165 Mln,,MONEY,5763
5763,5764,173 Mln,,MONEY,5764
5764,5765,28 Mln Bpd,,MONEY,5765
5765,5766,33 Mln,,MONEY,5766
5766,5767,4133 Mln Bpd,,MONEY,5767
5767,5768,Around 200 Mln Dlrs,,MONEY,5768
5768,5769,Approximately 800 Mln Dlrs,,MONEY,5769
5769,5770,About 287 Mln Dlrs,,MONEY,5770
5770,5771,76 Cents,,MONEY,5771
5771,5772,About 378 Mln,,MONEY,5772
5772,5773,862 Mln Dlrs,,MONEY,5773
5773,5774,267 Mln Dlrs,,MONEY,5774
5774,5775,460 Dlrs,,MONEY,5775
5775,5776,255 Dlrs,,MONEY,5776
5776,5777,69 Billion,,MONEY,5777
5777,5778,129 Mln Tonnes,,MONEY,5778
5778,5779,Around 1452030 Yen,,MONEY,5779
5779,5780,17 Mln British Pounds,,MONEY,5780
5780,5781,35 Mln Canadian Dlrs,,MONEY,5781
5781,5782,Under Two Mln Dlrs,,MONEY,5782
5782,5783,13150 Mln,,MONEY,5783
5783,5784,25295 Mln,,MONEY,5784
5784,5785,32868 Mln,,MONEY,5785
5785,5786,3804 Mln,,MONEY,5786
5786,5787,1242 Mln,,MONEY,5787
5787,5788,422 Mln,,MONEY,5788
5788,5789,45 Francs,,MONEY,5789
5789,5790,3450 Francs,,MONEY,5790
5790,5791,73 Mln Roubles,,MONEY,5791
5791,5792,Up To Three Mln,,MONEY,5792
5792,5793,15 Per Cent,,MONEY,5793
5793,5794,149 Per Cent,,MONEY,5794
5794,5795,95 Per Cent,,MONEY,5795
5795,5796,32 Per Cent,,MONEY,5796
5796,5797,99 Per Cent,,MONEY,5797
5797,5798,753 Billion Marks,,MONEY,5798
5798,5799,1191 Billion Marks,,MONEY,5799
5799,5800,351 Billion Marks,,MONEY,5800
5800,5801,418 Billion,,MONEY,5801
5801,5802,305 Billion,,MONEY,5802
5802,5803,1125 Billion,,MONEY,5803
5803,5804,533 Billion,,MONEY,5804
5804,5805,407 Billion,,MONEY,5805
5805,5806,385 Billion,,MONEY,5806
5806,5807,299 Billion,,MONEY,5807
5807,5808,261 Billion Dlrs,,MONEY,5808
5808,5809,253 Billion,,MONEY,5809
5809,5810,128 Pct,,MONEY,5810
5810,5811,18218 Marks,,MONEY,5811
5811,5812,Around 14595 Yen,,MONEY,5812
5812,5813,14595 Yen,,MONEY,5813
5813,5814,1458590 Yen,,MONEY,5814
5814,5815,14600 Yen,,MONEY,5815
5815,5816,38502 Pct,,MONEY,5816
5816,5817,Anor 400 Billion Yen,,MONEY,5817
5817,5818,37991 Pct,,MONEY,5818
5818,5819,About 4300 Billion Yen,,MONEY,5819
5819,5820,2950 Marks,,MONEY,5820
5820,5821,12555 Marks,,MONEY,5821
5821,5822,120515 Marks,,MONEY,5822
5822,5823,30055 Marks,,MONEY,5823
5823,5824,Belgian Franc,,MONEY,5824
5824,5825,4829 Marks,,MONEY,5825
5825,5826,615 Mln,,MONEY,5826
5826,5827,11 Mln,,MONEY,5827
5827,5828,224 Mln,,MONEY,5828
5828,5829,Around 850 Mln,,MONEY,5829
5829,5830,27 Mln Stg,,MONEY,5830
5830,5831,21 Mln Stg,,MONEY,5831
5831,5832,171 Mln,,MONEY,5832
5832,5833,Three Mln Stg,,MONEY,5833
5833,5834,Nearly Six Billion Dlrs,,MONEY,5834
5834,5835,284000 Dlrs,,MONEY,5835
5835,5836,307 Mln Dlrs,,MONEY,5836
5836,5837,About 48000 Dlrs,,MONEY,5837
5837,5838,101000 Dlrs,,MONEY,5838
5838,5839,6636000 Dlrs,,MONEY,5839
5839,5840,141000 Dlrs,,MONEY,5840
5840,5841,135367 Pounds,,MONEY,5841
5841,5842,An Estimated 600 Mln Dlrs,,MONEY,5842
5842,5843,About 515 Mln Dlrs,,MONEY,5843
5843,5844,About 28 Billion Dlrs,,MONEY,5844
