,id,name,label,mentions,articles
2299,2300,compaq computer corp,ORG,1,['test/14975']
2300,2301,compaq,ORG,6,"['test/14975', 'test/14975', 'test/14975', 'test/14975', 'test/14975', 'test/14975']"
2301,2302,the hawaiian insurance cos,ORG,1,['test/14978']
2302,2303,senate banking committee,ORG,2,"['test/14982', 'training/1477']"
2303,2304,the national association of manufacturers,ORG,1,['test/14982']
2304,2305,the federal reserve's,ORG,8,"['test/14982', 'test/16903', 'training/11083', 'training/11746', 'training/12337', 'training/2278', 'training/2554', 'training/2618']"
2305,2306,icahn,ORG,38,"['test/14982', 'test/20321', 'test/20321', 'test/20321', 'training/1836', 'training/1836', 'training/1836', 'training/1836', 'training/1836', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2375', 'training/2799', 'training/2799', 'training/2799', 'training/3711', 'training/3711', 'training/3711', 'training/3711', 'training/5710', 'training/5710', 'training/5710', 'training/5710', 'training/5710', 'training/5710', 'training/5710', 'training/5710', 'training/7650', 'training/1836', 'training/1996']"
2306,2307,bankers trust,ORG,6,"['test/14984', 'test/16304', 'test/16407', 'training/10941', 'training/12101', 'training/6324']"
2307,2308,new york corp,ORG,1,['test/14984']
2308,2309,uk intervention bd,ORG,8,"['test/14986', 'test/14986', 'training/1436', 'training/1436', 'training/3616', 'training/3616', 'training/6484', 'training/6484']"
2309,2310,stoltenberg,ORG,42,"['test/20080', 'test/15562', 'test/20083', 'test/20083', 'test/20087', 'test/20868', 'test/20868', 'test/20907', 'test/21303', 'test/21508', 'test/14987', 'test/14987', 'test/14987', 'test/14987', 'test/14987', 'test/20068', 'test/20071', 'test/20071', 'test/20071', 'test/20071', 'test/20081', 'test/20089', 'test/20500', 'test/20631', 'test/20631', 'test/20631', 'test/21303', 'test/21323', 'test/21508', 'test/21508', 'test/21508', 'training/12791', 'training/12791', 'training/12791', 'training/12791', 'training/12791', 'training/12791', 'training/12791', 'training/12791', 'training/12791', 'training/12791', 'training/12791', 'training/12791', 'training/12842', 'training/12842', 'training/12842', 'training/12842', 'training/12842', 'training/12842', 'training/2965', 'training/2965', 'training/2965', 'test/14987', 'test/20080', 'test/20087', 'test/20868', 'test/20893', 'test/20907', 'test/20925', 'test/21508', 'training/12791']"
2310,2311,paxar corp,ORG,1,['test/15001']
2311,2312,thermo-print,ORG,1,['test/15001']
2312,2313,paxar products,ORG,1,['test/15001']
2313,2314,bashaw,ORG,1,['test/15004']
2314,2315,erskine resources,ORG,1,['test/15004']
2315,2316,erskine resources ltd.,ORG,1,['test/15004']
2316,2317,erskine,ORG,1,['test/15004']
2317,2318,international inc,ORG,6,"['test/15005', 'training/56', 'training/7093', 'training/8977', 'training/9926', 'training/9977']"
2318,2319,f.w. woolworth co,ORG,3,"['test/15011', 'test/15011', 'training/1269']"
2319,2320,suiker unie,ORG,1,['test/15013']
2320,2321,j.p. morgan and co inc 1st qtr,ORG,1,['test/15016']
2321,2322,morgan and co inc 1st qtr,ORG,1,['test/15016']
2322,2323,volkswagen,ORG,4,"['test/15020', 'test/15547', 'training/10191', 'training/9110']"
2323,2324,vw,ORG,19,"['test/15020', 'test/15020', 'test/15020', 'test/15581', 'test/15581', 'test/15581', 'test/15581', 'test/15581', 'test/15581', 'test/15581', 'test/15581', 'test/15581', 'test/15581', 'training/4756', 'training/4756', 'training/6373', 'training/6373', 'training/6481', 'training/6481']"
2324,2325,southmark corp,ORG,5,"['test/15024', 'test/20840', 'training/11888', 'training/11923', 'training/8849']"
2325,2326,hanover,ORG,2,"['test/15029', 'test/15029']"
2326,2327,national guardian corp,ORG,1,['test/15031']
2327,2328,security gaurd service of,ORG,1,['test/15031']
2328,2329,meyer detective agency inc of national park,ORG,1,['test/15031']
2329,2330,wells fargo alarm services,ORG,1,['test/15031']
2330,2331,wedgestone realty investors trust,ORG,1,['test/15037']
2331,2332,wedgestone advisory corp,ORG,1,['test/15037']
2332,2333,sun,ORG,4,"['test/15038', 'training/14558', 'training/1521', 'training/2696']"
2333,2334,santa fe,ORG,26,"['test/15043', 'test/15043', 'training/12160', 'training/12160', 'training/12160', 'training/12160', 'training/1582', 'training/3981', 'training/3981', 'training/6890', 'training/9521', 'training/9521', 'test/15043', 'test/15580', 'test/21063', 'training/11041', 'training/11041', 'training/12827', 'training/12827', 'training/12827', 'training/12827', 'training/12827', 'training/12827', 'training/12827', 'training/12827', 'training/12827', 'training/2520', 'training/2647', 'training/3918', 'training/3981', 'training/9521', 'training/9637', 'training/9637', 'training/9637', 'training/9637', 'training/9637', 'training/9637', 'training/9637']"
2334,2335,social affairs ministry,ORG,1,['test/15045']
2335,2336,u.s. treasury,ORG,40,"['training/3390', 'test/15048', 'test/15234', 'test/15450', 'test/16075', 'test/16681', 'test/19291', 'test/19483', 'test/21202', 'training/11498', 'training/11498', 'training/12183', 'training/12278', 'training/12806', 'training/12806', 'training/14220', 'training/14220', 'training/14293', 'training/1533', 'training/2286', 'training/2352', 'training/2936', 'training/2942', 'training/2942', 'training/3371', 'training/3421', 'training/5778', 'training/5778', 'training/5858', 'training/5858', 'training/5941', 'training/5941', 'training/5941', 'training/5964', 'training/6357', 'training/8098', 'training/8951', 'training/9055', 'training/9656', 'training/9681', 'training/9866']"
2336,2337,digest association,ORG,1,['test/15052']
2337,2338,digest association inc>,ORG,1,['test/15052']
2338,2339,telecomputing corp,ORG,1,['test/15052']
2339,2340,&lt;welsh,ORG,2,"['test/15052', 'training/8711']"
2340,2341,"carson, anderson",ORG,2,"['test/15052', 'training/8711']"
2341,2342,continental bank,ORG,3,"['test/15055', 'training/3077', 'training/3077']"
2342,2343,continental bank of canada,ORG,3,"['test/15055', 'training/2827', 'training/3077']"
2343,2344,&lt;lloyds bank plc>'s,ORG,1,['test/15055']
2344,2345,lloyds bank canada,ORG,6,"['test/15055', 'training/2827', 'training/2827', 'training/2827', 'training/3077', 'training/3077']"
2345,2346,continental,ORG,35,"['test/15055', 'test/15200', 'test/15200', 'test/15710', 'test/19832', 'test/19921', 'test/19921', 'test/20653', 'test/20653', 'training/10627', 'training/10797', 'training/10797', 'training/11403', 'training/12081', 'training/12803', 'training/14360', 'training/3535', 'training/5379', 'training/5796', 'training/6086', 'training/9436', 'test/15055', 'test/15055', 'test/15726', 'test/17866', 'test/17866', 'test/19930', 'test/19930', 'test/19930', 'training/1105', 'training/2945', 'training/2945', 'training/3077', 'training/3077', 'training/3077', 'training/3077', 'training/3256', 'training/3622', 'training/3622', 'training/5379', 'training/5379', 'training/5965', 'training/6086', 'training/6547', 'training/6581', 'training/6581', 'training/6581', 'training/6581', 'training/6581', 'training/6708', 'training/6708', 'training/6708', 'training/6708', 'training/797', 'training/797', 'training/9436']"
2346,2347,sci-,ORG,1,['test/15060']
2347,2348,sci-med life systems inc,ORG,1,['test/15060']
2348,2349,bristol-myers co.,ORG,1,['test/15060']
2349,2350,bristol-myers,ORG,4,"['test/15060', 'test/15060', 'training/11523', 'training/13054']"
2350,2351,sci-med,ORG,2,"['test/15060', 'test/15060']"
2351,2352,cardiovascular systems inc on,ORG,1,['test/15060']
2352,2353,fidelcor inc,ORG,2,"['test/15061', 'test/19113']"
2353,2354,financial corp,ORG,7,"['test/15061', 'test/15561', 'test/19283', 'test/21046', 'training/4551', 'training/8962', 'training/8962']"
2354,2355,energy/u.s.,ORG,1,['test/15063']
2355,2356,cain chemical inc,ORG,1,['test/15063']
2356,2357,pace consultants inc,ORG,1,['test/15063']
2357,2358,gaf,ORG,63,"['test/15063', 'test/15063', 'test/15063', 'test/16163', 'test/16163', 'test/16163', 'test/16163', 'test/16398', 'test/16398', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16513', 'test/16656', 'test/16656', 'test/16656', 'test/16656', 'test/16656', 'test/16727', 'test/16727', 'test/20137', 'test/20137', 'test/20137', 'test/21469', 'test/21469', 'test/21469', 'training/11299', 'training/11299', 'training/11299', 'training/11299', 'training/11299', 'training/11299', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11504', 'training/11661', 'training/11661', 'training/11661', 'training/11661', 'training/11661', 'training/11661', 'training/11661', 'test/16398', 'test/16513', 'test/16513', 'training/11504']"
2358,2359,dupont,ORG,6,"['test/15063', 'test/16475', 'test/18824', 'test/18824', 'test/18840', 'training/3798']"
2359,2360,conoco inc's,ORG,1,['test/15063']
2360,2361,the texas gulf coast,ORG,1,"['training/10228', 'test/15063']"
2361,2362,dean witter reynolds,ORG,4,"['test/15063', 'test/16053', 'test/18917', 'training/3149']"
2362,2363,burlington,ORG,50,"['test/15149', 'test/17837', 'test/18071', 'test/18071', 'test/18071', 'training/13067', 'training/13067', 'training/14389', 'training/3864', 'test/15069', 'test/15069', 'test/15091', 'test/15149', 'test/15149', 'test/15149', 'test/15149', 'test/15149', 'test/15149', 'test/15149', 'test/15149', 'test/17837', 'test/17837', 'test/17837', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17863', 'test/17864', 'test/17864', 'test/18071', 'test/18071', 'test/18071', 'test/18071', 'test/18071', 'test/18071', 'test/19419', 'training/12827', 'training/12827']"
2363,2364,raytheon co 1st qtr,ORG,1,['test/15070']
2364,2365,1st qtr shr,ORG,2,"['test/15074', 'test/15074']"
2365,2366,dominion,ORG,6,"['test/15091', 'test/15149', 'test/15149', 'test/15149', 'test/15149', 'test/17863']"
2366,2367,&lt;dominion textile inc>,ORG,1,['test/15091']
2367,2368,burlington industries inc,ORG,4,"['test/15091', 'test/15149', 'test/17837', 'test/19419']"
2368,2369,avondale mills,ORG,2,"['test/15091', 'test/15149']"
2369,2370,burlington industries,ORG,1,['test/15091']
2370,2371,dominion textile,ORG,1,['test/15091']
2371,2372,raytheon,ORG,1,['test/15093']
2372,2373,ns/dns laydays,ORG,1,['test/15097']
2373,2374,hrw laydays,ORG,1,['test/15097']
2374,2375,j.p. morgan and co inc,ORG,3,"['test/15103', 'test/15212', 'training/12318', 'training/12592']"
2375,2376,morgan,ORG,13,"['training/6658', 'test/15103', 'test/15103', 'test/15103', 'test/15103', 'test/15103', 'test/15103', 'test/15103', 'test/15103', 'test/15212', 'test/16140', 'training/12318', 'training/12318', 'training/6471', 'test/16140', 'training/12303', 'training/12318', 'training/12318', 'training/7088', 'training/7135', 'training/7135', 'training/8780']"
2376,2377,agriculture ministry,ORG,6,"['test/15106', 'test/19059', 'test/20019', 'training/10616', 'training/8140', 'training/9903']"
2377,2378,ministry,ORG,1,['test/15106']
2378,2379,murray,ORG,3,"['test/15107', 'training/4951', 'training/4951', 'training/4951']"
2379,2380,ccl industries,ORG,1,['test/15111']
2380,2381,monobloc &lt;ccl industries inc>,ORG,1,['test/15111']
2381,2382,ccl,ORG,1,['test/15111']
2382,2383,&lt;madeira inc>,ORG,1,['test/15119']
2383,2384,tradevest inc,ORG,1,['test/15119']
2384,2385,montedison,ORG,7,"['test/15121', 'test/15121', 'test/15121', 'test/15121', 'training/3277', 'training/3277', 'training/3277', 'training/497']"
2385,2386,agrimont spa,ORG,1,['test/15121']
2386,2387,the milan exchange,ORG,1,['test/15121']
2387,2388,&lt;eridania,ORG,1,['test/15121']
2388,2389,argimont,ORG,1,['test/15121']
2389,2390,ferruzzi,ORG,16,"['test/15121', 'test/21454', 'test/21462', 'training/10139', 'training/11292', 'training/11292', 'training/11292', 'training/11292', 'training/11344', 'training/11344', 'training/11344', 'training/5398', 'training/6430', 'training/8166', 'training/9156', 'training/9156']"
2390,2391,officers datron corp,ORG,1,['test/15122']
2391,2392,datron,ORG,2,"['test/15122', 'test/15210']"
2392,2393,alexanders,ORG,1,['test/15124']
2393,2394,alexanders inc,ORG,1,['test/15128']
2394,2395,trump,ORG,11,"['test/15128', 'training/3025', 'training/3094', 'training/3094', 'training/3161', 'training/3161', 'training/9047', 'training/9047', 'training/9423', 'training/9423', 'training/9423']"
2395,2396,alexander,ORG,1,"['test/15128', 'test/16427']"
2396,2397,yankee cos inc,ORG,1,['test/15138']
2397,2398,yale e. key,ORG,1,['test/15138']
2398,2399,harcourt investment canada,ORG,1,['test/15146']
2399,2400,"holt, rinehart and winston canada ltd.",ORG,1,['test/15146']
2400,2401,w.b. saunders co of canada ltd,ORG,1,['test/15146']
2401,2402,les editions hrw ltd,ORG,1,['test/15146']
2402,2403,harcourt brace jovanovich canada inc,ORG,1,['test/15146']
2403,2404,harcourt canada,ORG,1,['test/15146']
2404,2405,harcourt canada's,ORG,1,['test/15146']
2405,2406,holt rinehart,ORG,1,['test/15146']
2406,2407,dominion textiles inc of canada,ORG,2,"['test/15149', 'test/18071']"
2407,2408,thomson mckinnon,ORG,2,"['test/15149', 'training/9272']"
2408,2409,lucky stores inc and fruehauf corp.,ORG,1,['test/15149']
2409,2410,ponderosa inc,ORG,1,['test/15149']
2410,2411,fieldcrest,ORG,1,['test/15149']
2411,2412,ministry of international trade,ORG,4,"['test/15154', 'training/10695', 'training/14199', 'training/4665']"
2412,2413,commerce,ORG,3,"['test/15154', 'test/20439', 'training/5941']"
2413,2414,ashai shimbun,ORG,1,['test/15154']
2414,2415,hoechst celanese sends,ORG,1,['test/15156']
2415,2416,celanese corp>,ORG,2,"['test/15156', 'training/9734']"
2416,2417,hoechst celanese,ORG,2,"['test/15156', 'test/15156']"
2417,2418,celanese corp,ORG,3,"['test/15156', 'training/5377', 'training/9175']"
2418,2419,american hoechst corp.,ORG,1,['test/15156']
2419,2420,the federal trade commission,ORG,11,"['test/15156', 'test/17452', 'test/20618', 'training/10895', 'training/2534', 'training/2609', 'training/3413', 'training/3711', 'training/7831', 'training/7839', 'training/7854']"
2420,2421,mellon,ORG,11,"['test/15157', 'test/16072', 'training/12521', 'training/12521', 'training/12521', 'training/12521', 'training/12521', 'training/12521', 'training/12521', 'training/12521', 'training/12521']"
2421,2422,gec,ORG,3,"['test/15161', 'test/15161', 'test/15161']"
2422,2423,&lt;picker international inc>,ORG,1,['test/15161']
2423,2424,206p,ORG,1,['test/15161']
2424,2425,preston corp,ORG,1,['test/15162']
2425,2426,white house,ORG,43,"['test/15171', 'test/15223', 'test/15838', 'test/15872', 'test/16794', 'test/16852', 'test/16852', 'test/16903', 'test/16903', 'test/16903', 'test/16926', 'test/16926', 'test/18012', 'test/18257', 'test/19163', 'test/19478', 'test/19882', 'test/20865', 'training/10209', 'training/10264', 'training/10455', 'training/10530', 'training/10780', 'training/11076', 'training/11496', 'training/11496', 'training/11545', 'training/11545', 'training/11546', 'training/13024', 'training/2452', 'training/3204', 'training/4255', 'training/4903', 'training/4903', 'training/5376', 'training/5561', 'training/6494', 'training/6876', 'training/8421', 'training/8421', 'training/8675', 'training/9436']"
2426,2427,dow jones,ORG,2,"['test/15172', 'test/15172']"
2427,2428,icch,ORG,2,"['test/15179', 'training/425', 'test/15620']"
2428,2429,walgreen co 2nd qtr shr,ORG,1,['test/15185']
2429,2430,cts walgreen co 2nd qtr shr,ORG,1,['test/15185']
2430,2431,heineken,ORG,11,"['test/15194', 'test/15194', 'test/15194', 'test/15194', 'test/15194', 'test/15194', 'test/15194', 'test/15194', 'test/15194', 'test/15194', 'test/15194', 'test/15194', 'test/15194']"
2431,2432,amstel,ORG,1,['test/15194']
2432,2433,&lt;el aguila s.a.,ORG,1,['test/15194']
2433,2434,the european court of justice,ORG,4,"['test/15194', 'test/16146', 'training/6253', 'training/8656']"
2434,2435,heineken board,ORG,1,['test/15194']
2435,2436,the foreign trade institute,ORG,1,['test/15198']
2436,2437,the national planning department,ORG,3,"['test/15198', 'test/15725', 'test/15737']"
2437,2438,nato,ORG,10,"['test/15200', 'training/10395', 'training/10452', 'training/10539', 'training/10539', 'training/10539', 'training/10588', 'training/10621', 'training/10641', 'training/10797']"
2438,2439,frontier insurance group inc,ORG,1,['test/15204']
2439,2440,medical quadrangle inc,ORG,2,"['test/15204', 'test/19635']"
2440,2441,medical professional liability agency inc.,ORG,1,['test/15204']
2441,2442,gatt,ORG,224,"['test/15206', 'test/15206', 'test/15367', 'test/15367', 'test/16139', 'test/16256', 'test/16257', 'test/16763', 'test/16763', 'test/16790', 'test/16790', 'test/16794', 'test/16794', 'test/16856', 'test/16932', 'test/18150', 'test/18700', 'test/18744', 'test/18835', 'test/18835', 'test/18835', 'test/18835', 'test/18835', 'test/18835', 'test/18835', 'test/18835', 'test/19546', 'test/19658', 'test/20335', 'test/20335', 'test/20335', 'test/20335', 'test/20441', 'test/20441', 'test/20441', 'test/20441', 'test/20441', 'test/20461', 'test/20461', 'test/20462', 'test/20462', 'test/20462', 'test/20462', 'test/20462', 'test/20511', 'test/20511', 'test/20829', 'test/20865', 'test/20865', 'test/20865', 'test/20865', 'training/10255', 'training/10255', 'training/10255', 'training/10255', 'training/10255', 'training/10255', 'training/10255', 'training/10255', 'training/10268', 'training/10375', 'training/10623', 'training/10623', 'training/10623', 'training/11198', 'training/11352', 'training/11352', 'training/11352', 'training/11352', 'training/12830', 'training/13908', 'training/13908', 'training/13908', 'training/13908', 'training/13908', 'training/13908', 'training/13908', 'training/13908', 'training/13908', 'training/13908', 'training/1588', 'training/1675', 'training/1675', 'training/1680', 'training/1680', 'training/1680', 'training/1809', 'training/1809', 'training/1809', 'training/1839', 'training/1839', 'training/1839', 'training/2359', 'training/2359', 'training/2359', 'training/2359', 'training/2359', 'training/3078', 'training/342', 'training/5057', 'training/5285', 'training/5391', 'training/5506', 'training/5518', 'training/5518', 'training/5518', 'training/5752', 'training/5810', 'training/5810', 'training/5810', 'training/5908', 'training/5908', 'training/5908', 'training/6585', 'training/6716', 'training/6716', 'training/6716', 'training/7356', 'training/7356', 'training/7515', 'training/7771', 'training/7771', 'training/7771', 'training/7771', 'training/7771', 'training/7771', 'training/7802', 'training/7802', 'training/7802', 'training/7802', 'training/7802', 'training/7907', 'training/8080', 'training/8080', 'training/8080', 'training/8080', 'training/8102', 'training/8102', 'training/8102', 'training/8106', 'training/8106', 'training/8106', 'training/8135', 'training/8135', 'training/8135', 'training/8141', 'training/8141', 'training/8151', 'training/8151', 'training/8151', 'training/8151', 'training/8151', 'training/8156', 'training/8186', 'training/8186', 'training/8186', 'training/8198', 'training/8198', 'training/8198', 'training/8198', 'training/8240', 'training/8244', 'training/833', 'training/8342', 'training/8592', 'training/8592', 'training/8592', 'training/8596', 'training/8599', 'training/8599', 'training/8599', 'training/8599', 'training/8599', 'training/8599', 'training/8599', 'training/8599', 'training/8599', 'training/8608', 'training/8608', 'training/8635', 'training/8635', 'training/8635', 'training/8637', 'training/8637', 'training/8637', 'training/8637', 'training/8637', 'training/8662', 'training/8662', 'training/8662', 'training/8667', 'training/8667', 'training/8667', 'training/8676', 'training/8676', 'training/8725', 'training/8725', 'training/8725', 'training/8725', 'training/8725', 'training/8725', 'training/8725', 'training/8725', 'training/8725', 'training/9015', 'training/925', 'training/925', 'training/925', 'training/925', 'training/925', 'training/925', 'training/925', 'training/925', 'training/925', 'training/925', 'training/925', 'training/925', 'training/9704', 'training/9704', 'training/9704', 'training/9704', 'training/9704', 'training/9704', 'training/9933']"
2442,2443,aart de zeeuw,ORG,1,['test/15206']
2443,2444,the house agriculture committee,ORG,11,"['test/15206', 'test/18035', 'training/11380', 'training/11574', 'training/1590', 'training/2508', 'training/2508', 'training/2508', 'training/2864', 'training/2864', 'training/7356']"
2444,2445,house,ORG,24,"['test/15206', 'test/15352', 'test/15838', 'test/15872', 'test/18614', 'test/18614', 'test/18614', 'test/19756', 'test/20439', 'training/10905', 'training/1772', 'training/180', 'training/1871', 'training/4903', 'training/5561', 'training/5683', 'training/6079', 'training/6639', 'training/6639', 'training/6764', 'training/6926', 'training/7940', 'training/9069', 'training/9308']"
2445,2446,senate,ORG,102,"['test/15206', 'test/15322', 'test/17823', 'test/18035', 'test/18328', 'test/18329', 'test/18357', 'test/18554', 'test/18614', 'test/18614', 'test/18614', 'test/19163', 'test/19255', 'test/19377', 'test/19432', 'test/19756', 'test/20045', 'test/20230', 'test/20439', 'test/20624', 'test/20624', 'test/20624', 'test/20624', 'test/20828', 'test/20828', 'test/21243', 'test/21243', 'test/21532', 'training/10209', 'training/10264', 'training/10905', 'training/11076', 'training/11357', 'training/11357', 'training/11357', 'training/11665', 'training/12178', 'training/1356', 'training/13950', 'training/1477', 'training/1590', 'training/342', 'training/3711', 'training/3847', 'training/3847', 'training/4490', 'training/4552', 'training/5376', 'training/5376', 'training/5561', 'training/5561', 'training/5683', 'training/5683', 'training/6209', 'training/6209', 'training/6209', 'training/6585', 'training/7521', 'training/7521', 'training/7521', 'training/7521', 'training/7521', 'training/7521', 'training/7626', 'training/7626', 'training/7626', 'training/7626', 'training/7626', 'training/7626', 'training/7899', 'training/8004', 'training/8044', 'training/8273', 'training/8413', 'training/8413', 'training/8413', 'training/8413', 'training/8522', 'training/8535', 'training/8759', 'training/9060', 'training/9060', 'training/9406', 'training/9515', 'training/9532', 'training/9535', 'training/9656', 'training/9667', 'training/9681', 'training/9864', 'training/9933', 'training/9933', 'training/9933', 'training/9933', 'training/9946', 'training/9957', 'training/9982', 'training/9982', 'training/9982', 'training/9989', 'training/9989', 'training/9989']"
2446,2447,datron corp,ORG,1,['test/15210']
2447,2448,gghf inc,ORG,1,['test/15210']
2448,2449,the federal reserve,ORG,85,"['test/15212', 'test/15246', 'test/15310', 'test/15615', 'test/15951', 'test/15987', 'test/15989', 'test/16072', 'test/16383', 'test/16565', 'test/16650', 'test/16681', 'test/16852', 'test/17036', 'test/17770', 'test/18185', 'test/18724', 'test/18763', 'test/19028', 'test/19237', 'test/19693', 'test/20159', 'test/20263', 'test/20769', 'training/10156', 'training/10183', 'training/10464', 'training/10503', 'training/10546', 'training/10553', 'training/1078', 'training/10864', 'training/109', 'training/10913', 'training/11059', 'training/111', 'training/1125', 'training/11314', 'training/11425', 'training/11555', 'training/11946', 'training/13053', 'training/1308', 'training/14178', 'training/14573', 'training/1503', 'training/2352', 'training/2468', 'training/2618', 'training/2683', 'training/2858', 'training/2925', 'training/3121', 'training/3164', 'training/3246', 'training/3348', 'training/3371', 'training/3694', 'training/3735', 'training/3930', 'training/4275', 'training/4298', 'training/4544', 'training/4555', 'training/4602', 'training/475', 'training/4944', 'training/4944', 'training/5070', 'training/5176', 'training/522', 'training/5290', 'training/5998', 'training/6046', 'training/6922', 'training/7207', 'training/7428', 'training/7437', 'training/7769', 'training/81', 'training/8344', 'training/8802', 'training/9012', 'training/9022', 'training/9943']"
2449,2450,medtronic inc,ORG,1,['test/15213']
2450,2451,medtronic,ORG,5,"['test/15213', 'test/15213', 'test/15213', 'test/15213', 'test/15213']"
2451,2452,wallin,ORG,1,"['test/15213', 'test/15213', 'test/15213', 'test/15213', 'test/15213', 'test/15213']"
2452,2453,siemens ag,ORG,2,"['test/15213', 'training/12178']"
2453,2454,spie,ORG,3,"['test/15217', 'test/15217', 'test/15217']"
2454,2455,&lt;spie,ORG,1,['test/15217']
2455,2456,comstock,ORG,1,"['test/15217', 'test/15217']"
2456,2457,spie batignolles,ORG,1,['test/15217']
2457,2458,itc,ORG,46,"['test/15219', 'test/15817', 'test/16630', 'test/16630', 'test/16630', 'test/16630', 'test/16630', 'test/16630', 'test/17731', 'test/17731', 'test/18924', 'test/18924', 'test/18924', 'test/18924', 'test/18924', 'test/20458', 'test/20458', 'test/20458', 'test/20458', 'test/20458', 'test/20458', 'training/11224', 'training/11224', 'training/11224', 'training/11706', 'training/11706', 'training/2390', 'training/2390', 'training/5258', 'training/5258', 'training/7771', 'training/8415', 'training/8416', 'training/8416', 'training/8416', 'training/8416', 'training/8416', 'training/8416', 'training/8416', 'training/8416', 'training/8933', 'training/8933', 'training/8933', 'training/8933', 'training/8933', 'training/8933']"
2458,2459,security pacific,ORG,14,"['test/15222', 'test/15227', 'test/15227', 'training/11599', 'training/12302', 'training/4310', 'training/4310', 'training/4310', 'training/4310', 'training/4310', 'training/6725', 'training/6725', 'training/725', 'training/725']"
2459,2460,the white house,ORG,35,"['test/15223', 'test/16214', 'test/16214', 'test/16903', 'test/18104', 'test/18104', 'test/19432', 'test/20769', 'training/10264', 'training/10780', 'training/11545', 'training/11546', 'training/12002', 'training/12806', 'training/13024', 'training/1579', 'training/180', 'training/2175', 'training/4055', 'training/4158', 'training/4255', 'training/4665', 'training/5796', 'training/6163', 'training/6163', 'training/6326', 'training/6598', 'training/7097', 'training/7097', 'training/7150', 'training/7150', 'training/7150', 'training/9436', 'training/9436', 'training/991']"
2460,2461,showboat inc,ORG,2,"['test/15226', 'test/15553']"
2461,2462,showboat hotel,ORG,1,['test/15226']
2462,2463,houssels,ORG,2,"['test/15226', 'test/15226']"
2463,2464,showboat,ORG,2,"['test/15226', 'test/15226']"
2464,2465,pacific corp,ORG,1,['test/15227']
2465,2466,union texas,ORG,10,"['test/15238', 'test/15238', 'test/15238', 'test/15238', 'test/15238', 'test/15238', 'test/15238', 'training/2303', 'training/2303', 'training/2303']"
2466,2467,texas petroleum,ORG,2,"['test/15238', 'training/13102']"
2467,2468,allied-,ORG,9,"['test/15238', 'test/17782', 'test/19762', 'test/19975', 'training/11657', 'training/12981', 'training/4518', 'training/7839', 'training/9443']"
2468,2469,ual inc,ORG,5,"['test/15239', 'test/15810', 'training/11464', 'training/11663', 'training/9423']"
2469,2470,united airlines,ORG,6,"['test/15239', 'test/15294', 'test/15810', 'test/18075', 'test/18592', 'training/3251']"
2470,2471,ual,ORG,27,"['test/15239', 'test/15239', 'test/15239', 'test/15239', 'test/15239', 'test/15294', 'test/15294', 'test/15810', 'test/15810', 'training/10110', 'training/10110', 'training/10110', 'training/11464', 'training/11464', 'training/11464', 'training/11663', 'training/11663', 'training/11663', 'training/11663', 'training/9412', 'training/9412', 'training/9423', 'training/9423', 'training/9423', 'training/9423', 'training/9423', 'training/9423']"
2471,2472,coniston,ORG,4,"['test/15239', 'test/15810', 'test/17479', 'test/18075', 'test/17479', 'test/17479', 'test/17479']"
2472,2473,bear stearns,ORG,16,"['test/15239', 'test/15742', 'test/15742', 'test/20667', 'test/20667', 'training/10931', 'training/10931', 'training/1836', 'training/2269', 'training/2269', 'training/3535', 'training/7927', 'training/7927', 'training/8512', 'training/9487', 'training/9487']"
2473,2474,westin,ORG,3,"['test/15239', 'test/18075', 'test/21292']"
2474,2475,hartmarx corp,ORG,1,['test/15240']
2475,2476,general electric co,ORG,1,['test/15243']
2476,2477,irna,ORG,12,"['test/15244', 'test/15244', 'test/17925', 'test/20101', 'test/21216', 'test/21443', 'test/21443', 'test/21568', 'test/21568', 'test/21568', 'training/3452', 'training/8749']"
2477,2478,heller,ORG,9,"['test/15246', 'training/10049', 'training/10049', 'training/10075', 'training/10075', 'training/10081', 'training/11753', 'training/7825', 'training/8845', 'test/15242', 'test/15242', 'test/15246', 'test/15246', 'test/15246', 'test/15246', 'test/15246', 'test/15246', 'training/10049', 'training/10049', 'training/10049', 'training/10049', 'training/10081', 'training/10081', 'training/11753', 'training/8845', 'training/8845', 'training/8911', 'training/8911', 'training/8922', 'training/8922']"
2478,2479,energy development partners ltd,ORG,2,"['test/15250', 'training/11892']"
2479,2480,european monetary,ORG,1,['test/15253']
2480,2481,the american federation of government employees,ORG,2,"['test/15254', 'test/18099']"
